Date,AAPL,ABBV,AMZN,AVGO,BAC,BRK-B,COST,CVX,DIS,FB,GOOG,GOOGL,HD,JNJ,JPM,KO,MA,MSFT,NVDA,PFE,PG,TSLA,UNH,V,XOM
2013-01-22,18.02750015258789,36.41999816894531,270.19000244140625,34.439998626708984,11.350000381469727,95.91000366210938,102.1500015258789,115.91000366210938,52.72999954223633,30.729999542236328,350.1226501464844,351.7867736816406,65.75,72.69000244140625,46.540000915527344,37.130001068115234,51.97600173950195,27.149999618530273,3.0274999141693115,25.313093185424805,69.94999694824219,7.038000106811523,56.02000045776367,39.76250076293945,90.91999816894531
2013-01-23,18.357500076293945,37.79999923706055,268.1099853515625,34.41999816894531,11.420000076293945,96.4800033569336,102.12000274658203,115.01000213623047,53.95000076293945,30.81999969482422,369.36553955078125,371.1211242675781,66.45999908447266,72.8499984741211,46.22999954223633,37.130001068115234,51.75600051879883,27.610000610351562,3.0325000286102295,25.284629821777344,70.69000244140625,7.199999809265137,55.90999984741211,39.76250076293945,90.69999694824219
2013-01-24,16.08928680419922,37.459999084472656,273.4599914550781,33.93000030517578,11.529999732971191,97.30999755859375,102.88999938964844,115.5,53.95000076293945,31.079999923706055,375.6968078613281,377.48248291015625,67.3499984741211,73.0999984741211,46.369998931884766,37.11000061035156,52.22600173950195,27.6299991607666,3.047499895095825,25.474382400512695,70.41999816894531,7.3979997634887695,56.220001220703125,39.88999938964844,91.3499984741211
2013-01-25,15.710000038146973,37.599998474121094,283.989990234375,34.15999984741211,11.619999885559082,97.38999938964844,102.36000061035156,116.19999694824219,54.380001068115234,31.540000915527344,375.42779541015625,377.21221923828125,67.81999969482422,73.91999816894531,47.15999984741211,37.04999923706055,51.94200134277344,27.8799991607666,3.1024999618530273,25.616697311401367,73.25,7.395999908447266,56.040000915527344,39.959999084472656,91.7300033569336
2013-01-28,16.065357208251953,36.88999938964844,276.0400085449219,34.47999954223633,11.479999542236328,97.12000274658203,102.48999786376953,116.04000091552734,54.36000061035156,32.470001220703125,373.9632873535156,375.7407531738281,67.58000183105469,73.62000274658203,46.63999938964844,37.0099983215332,51.4119987487793,27.90999984741211,3.1524999141693115,25.464895248413086,73.7699966430664,7.605999946594238,55.810001373291016,39.087501525878906,91.11000061035156
2013-01-29,16.366785049438477,37.310001373291016,260.3500061035156,34.56999969482422,11.489999771118164,97.23999786376953,103.36000061035156,117.20999908447266,53.9900016784668,30.790000915527344,375.43280029296875,377.21722412109375,67.19999694824219,74.41000366210938,47.119998931884766,37.41999816894531,51.847999572753906,28.010000228881836,3.0850000381469727,26.280834197998047,75.0,7.590000152587891,56.279998779296875,39.165000915527344,91.76000213623047
2013-01-30,16.315357208251953,36.93000030517578,272.760009765625,35.04999923706055,11.380000114440918,96.87999725341797,102.52999877929688,116.44999694824219,53.790000915527344,31.239999771118164,375.50750732421875,377.29229736328125,67.23999786376953,74.08999633789062,47.130001068115234,37.5,51.599998474121094,27.850000381469727,3.0799999237060547,26.100568771362305,75.08000183105469,7.504000186920166,56.08000183105469,38.752498626708984,90.66999816894531
2013-01-31,16.267499923706055,36.689998626708984,265.5,35.77000045776367,11.319999694824219,96.93000030517578,102.33999633789062,115.1500015258789,53.880001068115234,30.979999542236328,376.43402099609375,378.2232360839844,66.91999816894531,73.91999816894531,47.04999923706055,37.2400016784668,51.84000015258789,27.450000762939453,3.065000057220459,25.882352828979492,75.16000366210938,7.501999855041504,55.209999084472656,39.477500915527344,89.97000122070312
2013-02-01,16.200714111328125,37.18000030517578,265.0,36.2599983215332,11.710000038146973,98.0,104.1500015258789,116.5,54.59000015258789,29.729999542236328,386.35186767578125,388.1882019042969,67.30000305175781,74.18000030517578,47.849998474121094,37.540000915527344,51.87099838256836,27.93000030517578,3.0924999713897705,26.214420318603516,75.91999816894531,7.659999847412109,55.77000045776367,39.63999938964844,90.04000091552734
2013-02-04,15.79714298248291,37.279998779296875,259.9800109863281,35.18000030517578,11.479999542236328,96.51000213623047,102.4800033569336,115.19999694824219,53.900001525878906,28.110000610351562,378.0928039550781,379.889892578125,66.36000061035156,74.11000061035156,47.68000030517578,37.349998474121094,51.422000885009766,27.440000534057617,3.0399999618530273,25.77798843383789,75.25,7.547999858856201,55.75,39.162498474121094,89.1500015258789
2013-02-05,16.351428985595703,37.20000076293945,266.8900146484375,35.40999984741211,11.880000114440918,97.91000366210938,103.30999755859375,115.80999755859375,54.290000915527344,28.639999389648438,381.4402770996094,383.2532653808594,66.38999938964844,74.66000366210938,48.790000915527344,38.13999938964844,52.069000244140625,27.5,3.109999895095825,26.100568771362305,75.69999694824219,7.625999927520752,57.77000045776367,39.88249969482422,89.73999786376953
2013-02-06,16.33392906188965,37.13999938964844,262.2200012207031,35.63999938964844,11.930000305175781,97.83000183105469,101.69999694824219,115.91000366210938,54.52000045776367,29.049999237060547,383.6470031738281,385.470458984375,66.66999816894531,75.38999938964844,48.61000061035156,38.310001373291016,52.35499954223633,27.34000015258789,3.0850000381469727,25.920303344726562,76.1500015258789,7.834000110626221,57.380001068115234,40.20500183105469,89.79000091552734
2013-02-07,16.722143173217773,36.41999816894531,260.2300109863281,34.959999084472656,11.84000015258789,97.11000061035156,101.8499984741211,115.0199966430664,54.36000061035156,28.649999618530273,385.5299377441406,387.36236572265625,66.30999755859375,75.05999755859375,48.22999954223633,38.90999984741211,51.95500183105469,27.280000686645508,3.072499990463257,25.57874870300293,76.1500015258789,7.895999908447266,57.04999923706055,39.26499938964844,88.25
2013-02-08,16.963571548461914,36.25,261.95001220703125,35.31999969482422,11.760000228881836,97.25,102.79000091552734,115.63999938964844,54.65999984741211,28.549999237060547,391.2186279296875,393.07806396484375,67.01000213623047,75.4800033569336,48.630001068115234,38.77000045776367,52.446998596191406,27.549999237060547,3.0924999713897705,25.502845764160156,75.75,7.8480000495910645,57.7400016784668,39.45000076293945,88.61000061035156
2013-02-11,17.140356063842773,35.849998474121094,257.2099914550781,35.400001525878906,11.859999656677246,97.12999725341797,101.98999786376953,115.63999938964844,54.75,28.260000228881836,389.7491149902344,391.6015930175781,66.37999725341797,75.41000366210938,48.65999984741211,38.61000061035156,52.084999084472656,27.860000610351562,3.127500057220459,25.74952507019043,75.80999755859375,7.684000015258789,57.119998931884766,39.08250045776367,88.27999877929688
2013-02-12,16.71071434020996,35.41999816894531,258.70001220703125,35.13999938964844,12.25,97.69999694824219,101.76000213623047,116.5,54.95000076293945,27.3700008392334,388.892333984375,390.7407531738281,67.31999969482422,75.80000305175781,49.13999938964844,37.560001373291016,51.9640007019043,27.8799991607666,3.1075000762939453,25.607210159301758,75.9800033569336,7.578000068664551,57.0099983215332,39.20000076293945,88.45999908447266
2013-02-13,16.67892837524414,35.27000045776367,269.4700012207031,35.16999816894531,12.170000076293945,97.97000122070312,101.62999725341797,115.52999877929688,54.959999084472656,27.90999984741211,389.9682922363281,391.8218078613281,67.44999694824219,75.66000366210938,48.68000030517578,37.209999084472656,51.92100143432617,28.030000686645508,3.0924999713897705,25.616697311401367,76.55999755859375,7.690000057220459,57.22999954223633,38.692501068115234,88.66999816894531
2013-02-14,16.663928985595703,36.56999969482422,269.239990234375,35.63999938964844,12.130000114440918,99.20999908447266,102.0199966430664,115.70999908447266,54.880001068115234,28.5,392.4390563964844,394.3042907714844,67.33999633789062,75.80999755859375,49.220001220703125,36.84000015258789,52.215999603271484,28.040000915527344,3.182499885559082,25.67362403869629,76.77999877929688,7.6539998054504395,57.04999923706055,38.994998931884766,88.5199966430664
2013-02-15,16.43428611755371,37.58000183105469,265.0899963378906,35.13999938964844,12.029999732971191,99.7699966430664,102.16999816894531,114.95999908447266,55.61000061035156,28.31999969482422,394.9645690917969,396.8418273925781,67.5199966430664,76.16000366210938,48.880001068115234,37.41999816894531,52.3129997253418,28.010000228881836,3.182499885559082,25.891841888427734,76.54000091552734,7.4079999923706055,57.31999969482422,39.497501373291016,88.36000061035156
2013-02-19,16.428213119506836,38.189998626708984,269.75,35.540000915527344,12.1899995803833,101.0199966430664,101.9000015258789,115.91999816894531,55.72999954223633,28.93000030517578,401.91851806640625,403.8288269042969,67.55000305175781,76.95999908447266,49.45000076293945,37.66999816894531,52.2859992980957,28.049999237060547,3.140000104904175,26.29032325744629,77.37999725341797,7.855999946594238,56.65999984741211,39.40250015258789,89.31999969482422
2013-02-20,16.030357360839844,38.61000061035156,266.4100036621094,34.66999816894531,11.800000190734863,100.22000122070312,101.08000183105469,114.98999786376953,54.599998474121094,28.459999084472656,394.7503662109375,396.6266174316406,66.44000244140625,76.6500015258789,48.61000061035156,37.72999954223633,51.29100036621094,27.8700008392334,3.0950000286102295,26.157495498657227,77.08000183105469,7.708000183105469,55.209999084472656,38.85499954223633,88.97000122070312
2013-02-21,15.930713653564453,38.779998779296875,265.94000244140625,33.66999816894531,11.420000076293945,100.16999816894531,100.69000244140625,114.98999786376953,54.16999816894531,27.280000686645508,396.2796325683594,398.1631774902344,64.37999725341797,76.87000274658203,48.25,37.709999084472656,51.95899963378906,27.489999771118164,3.072499990463257,26.005693435668945,77.04000091552734,7.0320000648498535,55.2400016784668,39.36000061035156,88.58999633789062
2013-02-22,16.100357055664062,38.459999084472656,265.4200134277344,34.09000015258789,11.4399995803833,101.20999908447266,101.16000366210938,115.95999908447266,54.25,27.1299991607666,398.3618469238281,400.2552490234375,65.58000183105469,76.25,48.90999984741211,38.52000045776367,52.382999420166016,27.760000228881836,3.130000114440918,25.977230072021484,76.98999786376953,7.2220001220703125,54.470001220703125,39.85749816894531,89.19999694824219
