,AGG,TIP,SHY,TLT,VNQ,XLE
2021-12-09,114.2,128.59,85.51,149.22,110.42,56.82
2021-12-10,114.23,128.58,85.55,148.86,110.76,57.24
2021-12-13,114.63,128.71,85.6,151.06,111.8,55.65
2021-12-14,114.41,128.3,85.55,150.7,110.37,55.42
2021-12-15,114.32,128.41,85.58,149.25,111.92,55.15
2021-12-16,114.36,127.89,85.63,149.14,111.88,55.5
2021-12-17,114.5,127.9,85.59,150.83,111.74,54.37
2021-12-20,114.33,127.83,85.61,149.7,110.87,53.01
2021-12-21,114.24,128.11,85.56,149.13,112.12,54.52
2021-12-22,114.34,128.52,85.55,149.82,113.27,54.87
2021-12-23,114.2,128.23,85.54,148.52,113.15,54.9
2021-12-27,114.26,128.66,85.51,148.88,114.0,56.1
2021-12-28,114.21,128.58,85.51,148.29,114.42,56.06
2021-12-29,113.87,128.69,85.5,146.67,115.19,55.7
2021-12-30,114.12,129.36,85.55,147.9,115.69,55.36
2021-12-31,114.08,129.2,85.54,148.19,116.01,55.5
2022-01-03,113.3,128.46,85.44,144.3,115.1,57.22
2022-01-04,113.29,127.97,85.49,143.7,114.96,59.2
2022-01-05,112.94,126.93,85.385,142.97,111.67,59.19
2022-01-06,112.82,126.38,85.31,143.29,111.77,60.51
2022-01-07,112.49,126.23,85.29,142.26,111.03,61.34
2022-01-10,112.39,126.39,85.24,142.61,110.39,61.15
2022-01-11,112.6,127.27,85.27,143.56,110.56,63.23
2022-01-12,112.6,126.45,85.24,143.01,110.69,63.35
2022-01-13,112.8,126.48,85.28,144.28,110.47,63.03
2022-01-14,112.17,125.91,85.17,142.1,109.47,64.51
2022-01-18,111.49,125.31,85.04,140.1,108.32,64.77
2022-01-19,111.73,125.05,85.08,141.07,106.86,64.3
2022-01-20,111.79,125.2,85.06,141.94,105.49,63.71
2022-01-21,112.23,125.98,85.13,143.63,105.23,62.45
2022-01-24,112.1,126.27,85.18,142.45,105.43,62.87
2022-01-25,111.99,126.05,85.14,142.22,105.01,65.31
2022-01-26,111.36,125.25,84.99,140.5,103.37,65.2
2022-01-27,111.73,125.76,84.92,143.08,101.66,65.91
2022-01-28,111.81,126.2,84.95,143.13,104.95,65.63
2022-01-31,111.8,126.54,84.95,142.39,106.24,65.92
2022-02-01,111.6,125.28,84.92,141.72,105.86,68.27
2022-02-02,111.72,125.42,84.94,142.2,107.21,68.49
2022-02-03,111.27,124.63,84.87,141.09,106.07,67.84
2022-02-04,110.57,123.91,84.7,139.01,105.02,68.9
2022-02-07,110.67,123.86,84.72,139.1,104.87,69.78
2022-02-08,110.33,123.7,84.63,138.17,104.38,68.28
2022-02-09,110.4,123.94,84.62,138.43,106.74,68.85
2022-02-10,109.38,122.95,84.19,136.23,104.22,68.42
2022-02-11,110.1,124.05,84.45,138.25,103.27,70.41
2022-02-14,109.46,123.72,84.27,136.53,102.33,68.75
2022-02-15,109.28,123.21,84.3,134.98,103.25,68.03
2022-02-16,109.41,123.45,84.41,135.78,103.73,68.58
2022-02-17,109.64,123.73,84.46,136.79,102.63,68.47
2022-02-18,109.87,124.14,84.47,138.23,102.01,68.05
2022-02-22,109.75,124.52,84.39,138.59,101.64,66.95
2022-02-23,109.26,124.61,84.34,136.68,99.96,67.64
2022-02-24,109.46,125.12,84.41,136.77,101.64,67.11
2022-02-25,109.57,125.01,84.41,136.87,104.09,68.88
2022-02-28,110.36,127.18,84.56,139.87,102.54,70.58
2022-03-01,110.82,127.86,84.73,141.3,102.0,71.29
2022-03-02,109.49,127.03,84.45,136.47,103.91,72.92
2022-03-03,109.86,126.88,84.45,137.86,104.76,73.12
2022-03-04,110.3,127.85,84.54,140.24,105.24,75.23
2022-03-07,109.66,128.54,84.43,139.17,103.16,76.34
2022-03-08,109.27,129.16,84.32,137.77,102.66,77.54
2022-03-09,109.04,127.88,84.27,136.42,104.24,75.17
2022-03-10,108.43,127.6,84.2,134.46,104.5,77.47
2022-03-11,108.41,128.5,84.17,134.91,103.67,76.85
2022-03-14,107.36,127.08,83.95,131.76,102.86,74.55
2022-03-15,107.6,126.13,83.98,131.53,103.55,71.82
2022-03-16,107.68,125.4,83.9,132.82,104.78,71.49
2022-03-17,107.86,127.11,83.87,131.83,106.4,73.95
2022-03-18,108.1,126.72,83.85,133.44,106.4,73.88
2022-03-21,107.04,125.6,83.57,130.35,105.75,76.13
2022-03-22,106.75,125.02,83.51,128.68,106.02,75.57
2022-03-23,107.19,126.59,83.58,131.5,104.26,76.87
2022-03-24,106.95,125.81,83.555,130.47,104.92,77.06
2022-03-25,106.1,124.95,83.33,128.66,106.23,78.75
2022-03-28,106.36,124.81,83.25,129.76,107.31,76.82
2022-03-29,106.86,124.36,83.29,130.74,110.51,76.6
2022-03-30,107.15,124.97,83.35,131.76,109.71,77.49
2022-03-31,107.1,124.57,83.35,132.08,108.37,76.44
2022-04-01,106.75,123.09,83.14,132.38,110.48,77.06
2022-04-04,106.84,123.0,83.19,131.46,109.94,77.16
2022-04-05,105.76,122.11,83.04,128.49,109.4,75.95
2022-04-06,105.49,121.57,83.1,127.45,110.7,76.4
2022-04-07,105.26,121.41,83.16,126.49,109.6,77.4
2022-04-08,104.73,121.63,83.06,125.12,109.78,79.53
2022-04-11,104.28,121.42,83.08,123.14,108.6,77.14
2022-04-12,104.61,121.41,83.29,122.97,108.44,78.42
2022-04-13,104.82,121.18,83.33,123.22,109.21,79.59
2022-04-14,103.97,121.17,83.18,120.75,108.74,79.85
2022-04-18,103.65,121.13,83.18,120.15,108.3,81.02
2022-04-19,103.02,120.53,82.99,119.25,110.66,80.36
2022-04-20,103.61,121.42,83.04,121.65,112.5,80.67
